trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
920,False,"{'a': 0.6, 'e': 0.3983356422344923}",30,10,15.290912156207874,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
921,False,"{'a': 0.6, 'e': 0.3979373065922578}",30,0,14.603072638457588,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
922,False,"{'a': 0.6, 'e': 0.3975393692856655}",25,0,-65.94594612558768,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
923,False,"{'a': 0.6, 'e': 0.39714182991637986}",30,0,-54.51240452500754,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
924,False,"{'a': 0.6, 'e': 0.3967446880864635}",20,12,-28.931123623354125,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
925,False,"{'a': 0.6, 'e': 0.39634794339837703}",20,7,6.1762888506812565,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.6, 'e': 0.39595159545497866}",20,13,12.900298354198217,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.6, 'e': 0.3955556438595237}",25,11,-56.409034070175544,"{0: 9, 1: 3, 2: 0, 3: 1, 4: 1}",1
928,False,"{'a': 0.6, 'e': 0.3951600882156642}",20,0,-73.05451735427496,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
929,False,"{'a': 0.6, 'e': 0.39476492812744846}",20,0,-16.411513255293997,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
930,False,"{'a': 0.6, 'e': 0.39437016319932106}",20,0,-19.5698824621749,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
931,False,"{'a': 0.6, 'e': 0.39397579303612174}",20,12,-29.525532113860823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
932,False,"{'a': 0.6, 'e': 0.3935818172430856}",20,5,-6.616857513998276,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
933,False,"{'a': 0.6, 'e': 0.3931882354258425}",25,0,-27.367204329633868,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
934,False,"{'a': 0.6, 'e': 0.39279504719041664}",20,12,-14.892134457333707,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
935,False,"{'a': 0.6, 'e': 0.39240225214322627}",25,0,-23.653518774882677,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
936,False,"{'a': 0.6, 'e': 0.392009849891083}",35,0,-56.31437219935362,"{0: 29, 1: 1, 2: 3, 3: 1, 4: 1}",1
937,False,"{'a': 0.6, 'e': 0.39161784004119193}",20,7,19.061914791681527,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.6, 'e': 0.3912262222011507}",20,5,-53.40230091947449,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
