trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
158,False,"{'a': 0.01, 'e': 0.8537822855004545}",25,8,-120.20497089660724,"{0: 9, 1: 3, 2: 2, 3: 1, 4: 2}",1
159,False,"{'a': 0.01, 'e': 0.8529285032149541}",20,5,-41.76248019251136,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.8520755747117391}",20,0,-75.74455825269038,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
161,False,"{'a': 0.01, 'e': 0.8512234991370274}",25,0,-119.06231060220155,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
162,False,"{'a': 0.01, 'e': 0.8503722756378904}",20,1,-96.34378794611251,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 1}",1
163,False,"{'a': 0.01, 'e': 0.8495219033622525}",30,0,-73.28062617100747,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
164,False,"{'a': 0.01, 'e': 0.8486723814588902}",25,0,-51.094129690872286,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
165,False,"{'a': 0.01, 'e': 0.8478237090774313}",25,0,-12.472085119526476,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
166,False,"{'a': 0.01, 'e': 0.8469758853683539}",20,0,-136.0295843070803,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
167,False,"{'a': 0.01, 'e': 0.8461289094829856}",20,0,-105.94241026377728,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
168,False,"{'a': 0.01, 'e': 0.8452827805735026}",20,0,-164.97080965615424,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 2}",0
169,False,"{'a': 0.01, 'e': 0.8444374977929291}",20,0,-35.4105748407749,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
170,False,"{'a': 0.01, 'e': 0.8435930602951361}",35,0,-118.08352664210652,"{0: 19, 1: 9, 2: 5, 3: 2, 4: 0}",0
171,False,"{'a': 0.01, 'e': 0.842749467234841}",25,17,-4.155708814992803,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.8419067177676062}",20,0,-126.50441012773396,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
173,False,"{'a': 0.01, 'e': 0.8410648110498385}",20,0,-32.72598934333464,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
174,False,"{'a': 0.01, 'e': 0.8402237462387887}",25,0,-32.86033426239184,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
175,False,"{'a': 0.01, 'e': 0.8393835224925499}",20,0,-62.97321539176055,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
176,False,"{'a': 0.01, 'e': 0.8385441389700574}",20,0,-67.5309573903538,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
177,False,"{'a': 0.01, 'e': 0.8377055948310873}",25,3,-161.99106460438287,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 2}",1
178,False,"{'a': 0.01, 'e': 0.8368678892362562}",20,7,-19.165049985310905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
179,False,"{'a': 0.01, 'e': 0.83603102134702}",25,11,-36.22221983449154,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.01, 'e': 0.8351949903256729}",20,0,-146.46537644243452,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
181,False,"{'a': 0.01, 'e': 0.8343597953353473}",25,0,-113.96462218664813,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
182,False,"{'a': 0.01, 'e': 0.8335254355400119}",20,0,-1.2869045116541729,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
